"","SRR29185159","SRR29185160","SRR29185161","SRR29185162"
"FBgn0032688",1424,1789,1675,1837
"FBgn0051787",0,0,0,0
"FBgn0015320",2167,2825,2775,3168
"FBgn0266838",0,0,0,0
"FBgn0031312",456,413,420,417
"FBgn0261054",0,1,0,0
"FBgn0028942",5,0,0,0
"FBgn0032517",897,1160,1104,1015
"FBgn0015031",2421,2626,3226,3040
"FBti0019218",0,2,1,0
"FBgn0015376",556,643,755,781
"FBti0060901",0,0,0,0
"FBgn0032968",1,0,0,0
"FBgn0032699",345,525,518,449
"FBgn0027490",873,1019,1045,889
"FBgn0026196",4988,5267,8559,7376
"FBgn0284253",2567,3122,3533,3168
"FBgn0032161",124,112,224,216
"FBgn0003936",0,0,0,0
"FBgn0265582",0,0,0,0
"FBgn0032799",1195,1275,1182,1152
"FBgn0261787",1236,1563,1606,1467
"FBgn0086856",624,641,724,822
"FBgn0265992",0,0,0,0
"FBgn0267006",14,16,10,14
"FBgn0262782",4669,4298,5760,5000
"FBtr0304213_df_nrg",0,0,0,0
"FBgn0032820",393,335,254,334
"FBti0019104",0,0,0,0
"FBgn0000273",3925,5540,7088,5448
"FBtr0309735_df_nrg",0,0,0,0
"FBgn0053810",0,0,0,0
"FBgn0032789",6,4,3,9
"FBti0019190",0,0,0,0
"FBgn0264872",0,0,0,0
"FBgn0026398",2,13,9,2
"FBgn0052829",28,43,47,43
"FBti0059683",2,3,15,2
"FBgn0031413",164,183,202,234
"FBgn0053903",0,0,0,0
"FBti0019265",0,0,0,0
"FBgn0264368",0,1,0,1
"FBti0060026",0,0,0,0
"FBgn0032406",2,6,7,2
"FBgn0028944",0,0,0,0
"FBgn0003502",2744,3998,3683,3864
"FBti0019847",1,1,6,1
"FBgn0032731",2458,3182,2531,2735
"FBgn0264443",245,390,312,359
"FBgn0053315",0,0,2,0
"FBti0060590",0,0,0,0
"FBgn0284220",17976,21620,22232,21114
"FBti0062723",2,0,0,0
"FBgn0261560",841,918,435,731
"FBgn0267005",12,15,11,10
"FBgn0020414",3026,3158,3441,2439
"FBgn0085204",0,0,0,0
"FBgn0032603",42,19,61,42
"FBgn0263333",0,0,0,0
"FBgn0032171",485,531,349,407
"FBgn0032322",146,95,586,224
"FBgn0259989",1,0,0,0
"FBgn0051678",1227,1530,1797,1508
"FBgn0262878",1,0,2,0
"FBgn0004858",801,957,1325,1171
"FBti0061526",0,0,0,0
"FBti0062012",0,0,0,0
"FBgn0054011",0,0,0,0
"FBgn0265254",13,25,3,5
"FBgn0032083",12,7,17,6
"FBgn0002985",133,151,206,207
"FBgn0032385",1,0,0,0
"FBti0061379",0,0,0,0
"FBgn0028912",0,0,0,0
"FBgn0031910",0,0,0,0
"FBgn0028694",6901,7010,5672,6180
"FBgn0083038",0,0,0,0
"FBgn0028513",9,0,0,0
"FBgn0054003",10,17,5,10
"FBgn0051914",0,0,0,0
"FBgn0262243",0,0,0,0
"FBti0062801",2,12,5,5
"FBgn0032733",6,13,20,5
"FBgn0053640",2,6,2,5
"FBti0060303",0,0,0,0
"FBti0062803",1,7,1,0
"FBgn0283728",0,0,0,0
"FBgn0032193",485,401,306,411
"FBtr0304515_df_nrg",0,0,0,0
"FBgn0261836",1594,2676,5100,2708
"FBgn0263320",0,0,0,0
"FBti0019193",271,324,353,260
"FBgn0003942",34885,35954,37483,35931
"FBgn0053643",0,0,0,0
"FBgn0043825",0,0,0,0
"FBti0062156",0,0,0,0
"FBgn0031979",171,219,148,145
"FBgn0032004",6,19,13,6
"FBgn0266209",7,6,3,12
"FBgn0032768",2,1,0,0
"FBgn0000251",9,3,29,11
"FBgn0267330",3046,3703,3531,3643
"FBti0062248",0,0,0,0
"FBgn0032178",10,19,64,41
"FBti0063488",0,0,0,0
"FBgn0264874",11,10,7,13
"FBgn0031799",498,648,782,768
"FBgn0031702",224,231,321,241
"FBgn0031275",637,910,1062,736
"FBgn0264353",0,0,0,0
"FBgn0032701",904,1047,1298,1211
"FBgn0083036",0,1,0,0
"FBgn0053893",0,0,0,0
"FBgn0032130",293,388,504,499
"FBgn0262126",2751,3511,3187,3158
"FBgn0266449",2371,2865,3385,3365
"FBgn0032769",0,0,0,0
"FBgn0266328",61,98,92,100
"FBti0063691",0,0,0,0
"FBgn0031883",5985,7256,6985,6860
"FBgn0267254",0,0,0,0
"FBgn0032163",1,1,2,0
"FBgn0058006",67,70,101,82
"FBgn0065110",0,1,1,1
"FBti0060322",2,0,0,0
"FBgn0032650",7,10,9,11
"FBgn0267726",6,2,8,4
"FBgn0032378",3751,4627,4659,4904
"FBgn0032833",8924,9013,11243,9523
"FBti0019142",0,0,0,0
"FBgn0051807",14,8,24,22
"FBgn0032835",1,0,2,0
"FBgn0026141",3,4,3,1
"FBti0062988",3,6,6,2
"FBgn0031723",2,0,0,4
"FBgn0053898",0,0,0,0
"FBgn0031219",3,1,6,5
"FBgn0040717",260,146,2768,1757
"FBgn0265072",0,0,0,0
"FBti0063777",1,0,0,0
"FBgn0287630",6,0,0,0
"FBgn0040723",0,0,0,0
"FBti0060186",0,0,0,0
"FBgn0264351",0,0,1,1
"FBti0063511",0,1,0,0
"FBgn0028878",0,1,1,0
"FBgn0264745",267,350,411,347
"FBgn0032198",3933,4082,4963,5360
"FBgn0052984",0,2,0,0
"FBti0062155",2,0,0,0
"FBgn0262194",0,0,0,0
"FBtr0309710_df_nrg",0,0,0,0
"FBgn0053129",4538,5435,5598,6069
"FBti0019180",0,0,0,1
"FBgn0011737",1149,1461,1594,1443
"FBgn0032439",0,0,0,0
"FBgn0032817",2794,3857,4448,3599
"FBgn0263561",0,0,0,0
"FBgn0051694",2435,3036,3453,3217
"FBgn0032620",463,474,787,738
"FBgn0032751",0,0,0,0
"FBgn0261831",0,0,0,0
"FBgn0000406",15,4,27,55
"FBgn0085203",276,273,241,258
"FBgn0000120",23,13,23,43
"FBgn0031818",1077,1259,1459,1287
"FBtr0304473_df_nrg",0,0,0,0
"FBti0019240",0,0,0,0
"FBti0059702",1,0,0,1
"FBti0060094",0,0,0,0
"FBti0019138",1,0,0,3
"FBgn0032524",2568,2591,2075,2073
"FBgn0261999",191,321,751,376
"FBgn0051675",32,25,148,60
"FBti0019184",0,0,0,0
"FBgn0032475",2465,3218,3195,3111
"FBgn0266886",3,7,8,9
"FBgn0264253",3,0,8,0
"FBti0063042",0,0,0,0
"FBti0062955",0,0,0,0
"FBgn0031244",389,382,507,349
"FBgn0031256",2111,2181,1379,1395
"FBgn0266870",0,0,0,0
"FBgn0032506",1047,1562,1486,1231
"FBgn0263654",0,0,0,0
"FBgn0040104",11,7,23,16
"FBgn0031304",928,1144,1159,1008
"FBgn0031533",3,1,1,1
"FBgn0086038",0,0,0,0
"FBgn0005664",4,2,3,1
"FBtr0472743_df_nrg",0,0,0,0
"FBgn0032477",271,361,400,317
"FBgn0014076",1,0,0,0
"FBgn0031573",422,487,475,422
"FBgn0003983",8,9,8,3
"FBgn0031252",692,684,658,771
"FBgn0032405",122,154,2,40
"FBgn0259959",0,0,0,0
"FBgn0031830",2972,2939,4407,3845
"FBgn0266322",45,70,59,59
"FBti0019114",4,5,5,0
"FBgn0264346",0,0,0,0
"FBti0019169",0,1,1,0
"FBgn0031637",2132,2667,2783,2650
"FBgn0267269",0,0,0,0
"FBgn0263870",1,1,1,3
"FBgn0262148",0,4,1,0
"FBgn0266832",0,0,0,0
"FBgn0042175",216,292,286,223
"FBgn0032677",3,0,0,0
"FBgn0265954",4,1,0,2
"FBgn0031762",2075,2595,2340,2312
"FBgn0263019",1,7,0,3
"FBgn0266316",16,25,18,29
"FBgn0267928",0,0,0,0
"FBgn0031676",213,232,260,252
"FBgn0022153",1716,2437,2426,2209
"FBgn0032264",798,1138,423,658
"FBgn0002931",113,148,175,291
"FBgn0026760",3,0,1,2
"FBti0063643",0,0,0,0
"FBgn0015808",2029,2034,1470,1450
"FBgn0032869",98,99,131,124
"FBti0060373",2,11,9,2
"FBti0019095",0,0,1,0
"FBgn0265946",0,0,0,0
"FBgn0032965",0,0,3,0
"FBgn0041182",1157,1421,1255,1128
"FBgn0031663",914,936,874,812
"FBgn0085370",831,1211,1608,1448
"FBgn0032247",407,399,406,378
"FBgn0264870",0,0,0,0
"FBtr0445490_df_nrg",0,0,0,0
"FBgn0031515",81,94,93,109
"FBgn0261983",781,1001,953,998
"FBgn0262177",0,0,0,0
"FBgn0031265",938,1072,1166,956
"FBgn0032969",2,0,0,0
"FBgn0031283",0,0,0,0
"FBgn0266907",0,0,0,0
"FBgn0266223",5,3,11,10
"FBgn0040964",581,572,562,543
"FBtr0309611_df_nrg",0,0,0,0
"FBgn0020880",6,3,0,0
"FBti0063318",0,0,0,1
"FBti0064126",0,0,0,0
"FBgn0032058",16,13,9,11
"FBgn0031716",735,910,1048,855
"FBgn0083032",0,0,0,0
"FBgn0025881",4,1,3,2
"FBgn0032050",3891,4378,5502,5323
"FBti0063762",0,0,0,0
"FBgn0266308",0,0,0,0
"FBtr0304392_df_nrg",0,0,0,0
"FBgn0015338",1368,1399,1449,1194
"FBti0060053",0,0,0,0
"FBti0064213",0,1,0,0
"FBgn0028838",0,0,0,0
"FBgn0031693",20,11,12,15
"FBgn0265817",1,0,0,0
"FBgn0026756",0,1,0,0
"FBti0060389",0,0,0,0
"FBgn0262333",0,0,0,0
"FBgn0250844",5,1,0,0
"FBgn0267992",0,0,0,0
"FBgn0020376",18,2,45,10
"FBgn0003979",0,3,0,0
"FBgn0263648",0,0,1,0
"FBgn0032456",1322,1943,2806,2223
"FBgn0031597",343,397,433,420
"FBgn0266220",2,6,1,1
"FBti0063665",0,0,0,1
"FBgn0267996",9,12,24,22
"FBgn0002938",74,118,128,96
"FBgn0010395",7,3,4,7
"FBgn0261349",7,15,15,9
"FBgn0259717",0,0,0,0
"FBti0062254",3,7,4,5
"FBgn0028866",1,0,1,0
"FBgn0021796",2891,4236,2628,2861
"FBgn0032135",561,754,898,774
"FBti0019760",0,0,0,0
"FBgn0261567",0,0,0,0
"FBgn0032029",363,353,459,402
"FBgn0032230",396,517,397,643
"FBti0064171",0,0,0,0
"FBgn0262460",0,2,3,2
"FBgn0064225",68586,67406,61023,57315
"FBgn0040959",0,0,0,4347
"FBgn0032088",0,0,0,2
"FBti0019168",0,0,0,0
"FBgn0266022",0,0,0,0
"FBgn0032487",733,643,542,588
"FBgn0001994",4690,7283,7065,6909
"FBgn0053808",19,1,13,19
"FBti0062033",0,0,0,0
"FBgn0032658",1,1,0,0
"FBti0019795",0,0,0,0
"FBgn0000559",121210,129257,128735,117485
"FBgn0026147",950,1253,1542,1379
"FBgn0032078",1293,1531,1783,1593
"FBgn0031866",1655,2284,2782,1869
"FBgn0262213",0,0,0,0
"FBgn0262886",117,74,115,79
"FBgn0265949",0,0,0,0
"FBgn0264370",0,0,0,0
"FBgn0031851",679,838,985,990
"FBgn0025686",11,12,13,16
"FBgn0032523",0,0,1,0
"FBgn0019982",1078,1000,2429,1606
"FBgn0266025",0,0,0,0
"FBgn0031345",1,0,0,0
"FBti0019103",0,0,0,0
"FBti0019852",0,0,0,0
"FBgn0053811",0,0,0,0
"FBgn0032693",97,88,100,122
"FBgn0028889",0,0,0,0
"FBgn0267011",0,0,0,0
"FBgn0266212",0,0,0,0
"FBgn0028886",10,24,20,19
"FBgn0000392",0,0,0,0
"FBgn0002593",62749,60632,55077,53585
"FBtr0472774_df_nrg",0,0,0,0
"FBgn0262543",0,1,0,0
"FBgn0031881",195,213,280,250
"FBgn0265683",1,0,0,0
"FBti0064049",0,0,0,0
"FBti0019210",4,8,4,1
"FBgn0265587",0,0,0,0
"FBti0062913",0,0,0,0
"FBti0063664",0,0,0,0
"FBgn0028945",0,0,0,1
"FBgn0265813",0,0,0,0
"FBgn0275432",0,0,0,0
"FBgn0031959",33,104,103,109
"FBgn0032189",248,269,427,392
"FBgn0002525",14864,19338,19949,20693
"FBgn0264672",1221,1593,1289,1235
"FBgn0051851",0,0,0,0
"FBti0063043",0,0,0,0
"FBti0060348",0,0,0,0
"FBgn0051803",12,15,11,8
"FBgn0053905",0,0,0,0
"FBgn0261683",0,0,0,0
"FBti0059794",0,0,1,0
"FBtr0304430_df_nrg",0,0,0,0
"FBgn0032445",340,410,386,371
"FBgn0051860",3,9,5,12
"FBgn0014859",48,19,154,89
"FBti0062118",0,0,2,3
"FBgn0031518",77,79,106,91
"FBgn0016926",1135,1644,1702,1512
"FBgn0032812",1971,2221,1631,1798
"FBti0059745",232,253,373,284
"FBgn0267276",0,0,0,0
"FBgn0032779",97,130,221,163
"FBgn0021906",5470,5663,7234,6100
"FBgn0028530",461,470,526,530
"FBti0019108",0,1,5,1
"FBti0059816",0,2,0,0
"FBgn0032859",2135,2439,2916,3110
"FBgn0027550",2021,2752,2184,1901
"FBgn0031835",522,850,1794,905
"FBgn0011291",565,591,532,636
"FBgn0264261",0,0,0,0
"FBgn0053002",1230,1263,997,928
"FBgn0032670",31,15,43,28
"FBgn0265672",0,0,0,0
"FBti0062249",0,2,0,1
"FBtr0304206_df_nrg",0,0,0,0
"FBti0063555",0,0,0,0
"FBgn0032815",524,802,725,871
"FBgn0250907",1073,1929,287,801
"FBti0063504",0,1,1,0
"FBgn0011283",0,0,2,51
"FBgn0032484",148,170,204,161
"FBgn0085380",308,342,600,439
"FBgn0045486",0,0,0,0
"FBti0019206",1,1,0,0
"FBgn0000318",3579,3268,3061,3156
"FBti0019833",0,0,0,0
"FBti0064298",0,0,0,0
"FBgn0032763",324,394,416,375
"FBgn0028939",20,17,6,5
"FBgn0031420",2012,2574,2040,2168
"FBti0062150",0,0,0,0
"FBgn0265080",0,0,0,0
"FBgn0263330",0,0,1,0
"FBgn0266831",0,0,0,0
"FBgn0051814",229,371,519,308
"FBgn0031501",13,16,7,16
"FBti0064199",0,0,0,0
"FBti0019251",0,0,0,0
"FBgn0266878",1,2,0,0
"FBgn0082938",0,0,0,0
"FBgn0031478",972,984,890,951
"FBgn0267260",0,0,0,0
"FBgn0032292",1155,1286,1213,1350
"FBti0064195",0,0,0,0
"FBgn0284414",3,2,0,0
"FBgn0032482",2912,3709,4057,3856
"FBgn0032280",0,0,0,0
"FBti0059701",0,0,0,0
"FBgn0031804",0,1,0,1
"FBgn0032104",0,9,3,1
"FBgn0031815",972,1194,1537,1217
"FBgn0053648",7,3,10,14
"FBgn0051612",69,98,91,128
"FBgn0053746",0,0,0,0
"FBgn0262097",2,0,0,0
"FBgn0032896",3,0,1,1
"FBgn0032260",0,4,6,1
"FBgn0053923",1,4,3,2
"FBgn0032961",3606,4984,3602,3990
"FBgn0041184",1511,2023,2857,2534
"FBgn0032236",811,987,1071,1042
"FBgn0265680",0,0,0,0
"FBgn0266020",23,26,19,22
"FBgn0265821",0,1,0,0
"FBgn0053872",0,0,0,0
"FBti0019165",1,0,0,0
"FBgn0265968",0,0,0,0
"FBti0059821",0,0,0,0
"FBgn0028880",1,0,2,0
"FBgn0067311",1,0,3,0
"FBgn0266874",0,0,0,0
"FBgn0000464",203,277,285,207
"FBgn0001086",2962,3340,3499,3332
"FBgn0043362",2136,3145,2825,2536
"FBgn0259950",2,0,0,2
"FBgn0264434",0,0,0,0
"FBgn0031877",98,123,115,95
"FBgn0263469",4,2,3,2
"FBgn0031485",475,595,521,570
"FBgn0039958",1027,1137,1378,1358
"FBgn0053318",6,3,2,0
"FBgn0031422",91,147,122,137
"FBgn0031235",1,0,0,0
"FBti0063613",0,0,0,0
"FBgn0031662",1186,1381,1705,1517
"FBgn0053901",0,0,0,0
"FBgn0040950",0,0,0,1321
"FBgn0053891",0,0,0,0
"FBti0019756",1,1,1,0
"FBti0019842",0,0,0,0
"FBgn0015000",694,798,922,904
"FBgn0032281",1,0,0,27
"FBgn0053801",1,0,1,0
"FBgn0032069",0,7,1,4
"FBgn0032600",2399,3340,3085,3149
"FBti0019244",0,0,0,0
"FBti0060286",0,0,0,2
"FBgn0086041",0,0,0,1
"FBgn0032299",1,14,1,2
"FBgn0266913",0,0,0,0
"FBgn0032940",1904,2388,2806,2513
"FBti0059642",0,0,0,0
"FBgn0028949",0,0,0,0
"FBgn0260228",0,0,0,0
"FBgn0031323",2,1,1,0
"FBgn0031324",0,1,0,0
"FBgn0266138",0,0,0,0
"FBgn0031296",4,4,6,8
"FBgn0053727",0,0,0,0
"FBgn0000320",1475,2314,2275,3061
"FBgn0266151",0,0,0,0
"FBgn0266366",0,0,0,0
"FBgn0264438",4,5,3,3
"FBgn0032640",4486,4882,5365,5081
"FBgn0266882",0,0,0,0
"FBgn0032431",13,13,18,8
"FBgn0262033",9,13,1,1
"FBgn0266912",0,1,0,0
"FBtr0304386_df_nrg",0,0,0,0
"FBgn0284413",0,0,0,0
"FBgn0004507",8811,9918,40347,23400
"FBgn0266821",0,0,0,0
"FBgn0260454",0,0,0,0
"FBgn0051840",0,0,0,0
"FBgn0053322",9,1,4,1
"FBgn0028644",306,431,623,350
"FBti0064312",0,0,0,0
"FBgn0032006",504,531,1007,756
"FBgn0028541",2142,2750,2601,2319
"FBgn0031972",992,1103,984,1003
"FBti0019130",0,0,0,0
"FBgn0003866",1757,2185,3986,2891
"FBgn0259998",0,3,1,0
"FBgn0264296",0,0,0,0
"FBgn0263873",3940,5498,6144,5352
"FBti0063507",0,0,0,0
"FBgn0031483",1224,1482,1092,1095
"FBgn0004868",12656,15219,12603,13395
"FBti0019217",0,0,0,0
"FBgn0031273",0,0,0,0
"FBgn0053841",0,0,0,0
"FBgn0265148",0,0,0,0
"FBgn0265586",0,0,0,0
"FBgn0027094",8267,9297,8105,7694
"FBgn0032372",0,0,0,0
"FBgn0032434",3,5,3,2
"FBgn0028919",585,624,537,552
"FBtr0472703_df_nrg",0,0,0,0
"FBgn0053310",7,9,12,11
"FBgn0031489",34,55,12,18
"FBgn0031498",159,180,182,142
"FBti0060677",0,0,0,0
"RR48810_transposable_element",29,63,27,22
"FBgn0031646",8,4,5,3
"FBgn0051716",3209,4221,4149,4156
"FBgn0051864",163,202,208,221
"FBgn0283531",594,886,866,940
"FBgn0040705",4,4,5,3
"FBgn0031607",1775,1984,1727,1724
"FBgn0065104",0,0,0,0
"FBgn0266325",0,0,0,0
"FBgn0031836",863,1094,1748,1560
"FBtr0304244_df_nrg",0,0,0,0
"FBti0063022",0,0,0,0
"FBgn0031430",0,0,0,0
"FBgn0032437",5,0,0,0
"FBgn0264433",0,0,0,0
"FBgn0045501",0,0,0,0
"FBti0062692",0,0,0,0
"FBgn0261881",830,772,612,659
"FBgn0265085",2,0,0,0
"FBgn0083029",0,0,1,0
"FBgn0032284",6,12,23,26
"FBgn0031548",10,13,33,22
"FBgn0031720",1,0,0,0
"FBti0019232",6,30,9,17
"FBgn0051939",0,0,0,0
"FBgn0286913",0,0,0,0
"FBti0019750",0,0,0,0
"FBgn0266319",0,0,0,0
"FBgn0265997",3,4,0,2
"FBgn0032614",84,102,151,93
"FBti0060618",0,0,0,0
"FBgn0022023",10151,10517,10909,10656
"FBgn0028913",1,0,0,0
"FBtr0304524_df_nrg",0,0,0,0
"FBgn0028507",1306,1391,1579,1393
"FBti0060585",0,0,0,0
"FBgn0031351",128,163,90,113
"FBgn0024248",850,1049,1183,1124
"FBgn0264888",2,0,0,0
"FBti0060126",0,0,0,0
"FBti0062085",0,0,0,0
"FBgn0031399",971,1122,1138,1081
"FBgn0266037",0,0,0,0
"FBgn0051604",0,0,0,0
"FBti0064162",0,0,0,0
"FBgn0250837",0,0,0,0
"FBgn0045487",0,0,0,0
"FBgn0031277",1,0,12,2
"FBgn0266153",2,0,0,0
"FBti0060561",1,2,1,1
"FBgn0261805",2,0,3,1
"FBti0059653",1,0,0,0
"FBti0060388",0,0,0,1
"FBgn0085201",1,0,1,0
"FBti0064129",0,0,0,0
"FBgn0026778",0,0,0,0
"FBti0060331",0,0,0,0
"FBgn0265686",2,0,0,0
"FBgn0262406",0,0,0,0
"FBti0062180",0,0,0,0
"FBgn0265583",0,0,0,0
"FBgn0264371",0,0,0,0
"FBgn0266150",3,0,1,0
"FBgn0032685",169,317,140,252
"FBgn0032454",5778,7347,6298,6290
"FBgn0015316",76,108,92,94
"FBgn0031865",15,40,9,19
"FBgn0015609",4354,7455,4963,4194
"FBgn0086036",0,2,0,3
"FBgn0041097",2515,3951,3174,2939
"FBgn0032988",1502,1884,2184,2025
"FBgn0031636",501,676,912,628
"FBti0063350",1,1,0,0
"FBgn0284244",188,283,46,128
"FBgn0003209",1075,1336,1418,1244
"FBti0019207",0,1,2,0
"FBgn0267012",0,0,0,0
"FBgn0032811",249,245,326,388
"FBtr0472775_df_nrg",0,0,0,0
"FBgn0262352",0,0,1,0
"FBgn0040079",583,797,968,916
"FBgn0263555",0,0,0,0
"FBti0063486",0,0,0,0
"FBgn0284224",0,0,0,0
"FBgn0031728",26,3,1,2
"FBti0019830",0,0,0,1
"FBgn0031463",254,269,308,256
"FBgn0032055",18,13,31,9
"FBgn0053829",0,0,0,0
"FBgn0031859",4,0,2,0
"FBgn0083023",0,0,0,0
"FBgn0031975",324,211,1425,640
"FBgn0031301",2,3,6,5
"FBgn0032748",1779,2319,2373,2349
"FBgn0263354",149,203,426,232
"FBti0064164",0,0,0,0
"FBgn0086039",29,29,27,41
"FBgn0051942",0,0,0,0
"FBtr0304428_df_nrg",0,0,0,0
"FBti0019160",0,0,0,0
"FBgn0263847",0,0,0,0
"FBti0061506",0,0,0,0
"FBgn0024183",4630,6252,8848,8227
"FBtr0304498_df_nrg",0,0,0,0
"FBgn0032375",3,0,0,0
"FBgn0032910",321,392,544,476
"FBti0059744",0,0,0,0
"FBgn0259984",2250,3526,2866,2765
"FBti0060615",0,0,0,0
"FBtr0304183_df_nrg",0,0,0,0
"FBgn0264362",2,2,1,2
"FBgn0267735",2,1,7,5
"FBgn0264447",0,0,0,1
"FBgn0032888",1,2,3,3
"FBgn0032709",0,0,0,0
"FBgn0083026",0,0,0,0
"FBgn0267259",0,0,0,0
"FBti0060884",0,0,0,0
"FBgn0264295",0,0,0,0
"FBgn0032824",15,15,0,6
"FBgn0032268",0,0,0,0
"FBgn0032536",1,0,2,1
"FBgn0031649",464,471,1335,696
"FBgn0286891",0,2,1,0
"FBti0059715",0,0,0,0
"FBti0062267",0,0,0,0
"FBgn0051943",0,0,0,0
"FBgn0032682",108,146,194,260
"FBti0019164",0,0,0,0
"FBgn0032048",534,571,2117,959
"FBgn0010287",404,448,432,449
"FBgn0267964",0,0,0,0
"FBti0060251",0,0,0,0
"FBtr0309685_df_nrg",0,0,0,0
"FBti0059673",0,0,0,0
"FBgn0032827",0,0,0,0
"FBtr0472701_df_nrg",0,0,0,0
"FBti0019258",5,10,13,9
"FBgn0261239",981,1358,1124,1218
"FBgn0263474",3,9,1,1
"FBgn0032849",605,744,729,696
"FBgn0263095",16,20,16,18
"FBgn0265803",0,0,0,0
"FBgn0032023",153,142,647,301
"FBgn0031822",832,933,864,915
"FBgn0265256",0,0,0,0
"FBgn0262943",0,0,0,0
"FBti0064228",0,0,0,0
"FBgn0250906",10105,9413,18893,13259
"FBti0019226",0,0,0,0
"FBti0062149",0,0,0,0
"FBti0063465",0,0,0,0
"FBgn0263094",0,0,0,0
"FBgn0032472",0,1,0,0
"FBgn0264743",0,0,0,0
"FBgn0259716",18,22,14,11
"FBgn0031738",297,358,456,408
"FBgn0264548",2,2,0,0
"FBgn0266305",3,5,1,1
"FBti0019134",0,1,2,2
"FBgn0017551",2003,2257,1998,2152
"FBgn0031939",50,49,75,76
"FBgn0032515",3096,3371,2606,2694
"FBgn0031281",984,1192,700,776
"FBgn0002856",0,0,0,0
"FBti0060357",1,3,1,7
"FBgn0040718",0,0,0,0
"FBgn0031677",38,32,52,49
"FBgn0265993",0,0,0,0
"FBti0064262",0,0,0,0
"FBgn0263200",801,686,909,794
"FBgn0031816",538,683,1076,913
"FBgn0032847",638,672,643,634
"FBti0059738",0,0,0,0
"FBgn0265542",2,1,1,4
"FBgn0032345",21,19,27,15
"FBgn0266670",1831,1931,1436,1466
"FBgn0267009",0,0,0,0
"FBgn0016054",294,337,422,320
"FBgn0266666",2897,2157,2060,2204
"FBgn0265904",0,0,0,0
"FBti0019203",0,6,3,2
"FBti0019866",0,0,0,0
"FBgn0266139",7,6,5,6
"FBtr0472829_df_nrg",0,0,0,0
"FBgn0032493",0,0,0,0
"FBgn0085200",0,0,0,0
"FBgn0046776",9,9,14,9
"FBgn0010265",48291,50520,47639,44421
"FBgn0051742",3,2,0,0
"FBgn0032202",889,673,845,643
"FBgn0032298",1567,1837,1836,1695
"FBgn0265690",0,0,0,0
"FBgn0031757",2,4,6,1
"FBti0019177",0,0,0,0
"FBgn0040268",908,1286,1318,1192
"FBgn0266834",0,0,0,0
"FBgn0264884",0,0,0,0
"FBgn0032120",767,1089,1324,1226
"FBti0062128",14,10,12,9
"FBgn0026148",491,560,530,529
"FBgn0266891",0,0,0,0
"FBgn0031623",79,72,90,59
"FBtr0304488_df_nrg",0,0,0,0
"FBgn0027568",4771,6017,5561,5708
"FBgn0264549",1,0,1,1
"FBgn0032154",399,461,681,583
"FBgn0032339",579,678,536,565
"FBgn0031751",90,75,107,107
"FBti0063481",0,0,3,3
"FBgn0032715",658,632,524,497
"FBgn0023415",9,2,0,4
"FBgn0032924",1206,1515,1250,1303
"FBgn0053744",0,0,0,0
"FBgn0004192",1,0,0,2
"FBgn0031626",1,7,2,3
"FBgn0001142",3417,3477,4702,3693
"FBgn0051712",1062,1588,1411,1370
"FBti0019136",8,9,9,13
"FBgn0031737",20,15,66,152
"FBgn0263746",8,9,20,13
"FBgn0004363",15756,16238,29003,25027
"FBti0019819",0,0,0,0
"FBgn0051948",11,0,0,0
"FBgn0031493",3259,3710,3129,3236
"FBgn0031423",4,3,4,4
"FBti0060354",0,0,0,0
"FBgn0262875",1,0,0,0
"FBti0019125",1,0,0,0
"FBgn0283442",3,1,5,2
"FBgn0032971",1,0,0,0
"FBgn0032732",426,429,475,495
"FBgn0267008",0,0,0,0
"FBti0062237",0,0,0,0
"FBgn0065096",0,0,0,0
"FBti0019129",0,0,0,0
"FBgn0032430",1350,1313,1320,1247
"FBgn0005660",96,123,231,167
"FBgn0014000",7,19,20,12
"FBgn0262510",17,12,9,6
"FBgn0040262",0,1,11,8
"FBgn0086032",0,0,0,0
"FBgn0011638",6357,6589,8347,7628
"FBgn0053844",0,0,0,0
"FBti0062175",18,21,17,15
"FBti0062247",0,3,7,3
"FBtr0445457_df_nrg",0,0,0,0
"FBgn0262475",120,175,156,158
"FBgn0032138",8145,8461,10284,8547
"FBgn0260486",1526,2046,3102,2310
"FBti0062120",0,0,0,0
"FBgn0286927",0,0,1,0
"FBgn0024291",2182,2895,2782,2813
"FBgn0028481",2897,3734,3411,2757
"FBgn0051921",7,3,7,1
"FBgn0265808",5,17,23,13
"FBgn0262239",0,0,0,0
"FBgn0005683",223,381,370,445
"FBgn0031942",1,1,0,8
"FBgn0266897",0,0,0,0
"FBgn0263611",0,0,0,0
"FBgn0022893",41083,50248,60813,65951
"FBgn0266068",0,0,0,0
"FBti0019780",1,0,0,0
"FBgn0259954",0,0,0,0
"FBgn0265547",0,0,0,0
"FBgn0032652",1,2,4,1
"FBti0060184",0,1,0,0
"FBti0019121",1,0,0,1
"FBti0060588",0,0,0,0
"FBgn0265829",1,0,0,0
"FBgn0032643",4041,5025,4639,4820
"FBgn0032248",1248,1316,1259,1331
"FBti0063172",1,0,0,0
"FBti0019157",0,0,0,0
"FBgn0086707",1658,2248,2466,2443
"FBti0064182",0,0,0,0
"FBgn0032233",682,941,1213,894
"FBgn0069354",39,32,25,45
"FBgn0032791",79,118,147,101
"FBgn0031977",1865,1994,2098,2268
"FBgn0031988",1199,1509,1650,1412
"FBgn0032051",934,1087,1406,1293
